1707851067.2369373,1707851110040; Signal Strength: 69; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851188.8832264,1707851231691; Signal Strength: 61; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851194.0835302,1707851236892; Signal Strength: 62; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851199.2840273,1707851242092; Signal Strength: 66; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851204.4838295,1707851247293; Signal Strength: 67; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851209.6846497,1707851252493; Signal Strength: 67; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851214.8850315,1707851257694; Signal Strength: 67; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851220.0855548,1707851262895; Signal Strength: 65; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851225.2857618,1707851268095; Signal Strength: 67; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851230.4618175,1707851273296; Signal Strength: 70; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851235.6647568,1707851278496; Signal Strength: 70; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851240.8870828,1707851283697; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851246.0877264,1707851288898; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851251.2878675,1707851294098; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851256.488412,1707851299299; Signal Strength: 70; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851261.6889622,1707851304500; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851266.8889503,1707851309700; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851272.0893567,1707851314901; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851277.2901287,1707851320101; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851282.4907923,1707851325302; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851287.6908193,1707851330503; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851292.891511,1707851335703; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851298.091443,1707851340904; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851303.291945,1707851346105; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851308.4922037,1707851351305; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851313.6681805,1707851356506; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851318.89345,1707851361706; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851324.093786,1707851366907; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851329.2948442,1707851372108; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851334.4947731,1707851377308; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851339.695386,1707851382509; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851344.8960292,1707851387710; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851350.0959637,1707851392910; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851355.2964964,1707851398111; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851360.4970424,1707851403312; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851365.6976361,1707851408512; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851370.8979604,1707851413713; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851376.0985792,1707851418914; Signal Strength: 70; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851381.299225,1707851424114; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851386.4996202,1707851429315; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851391.6998773,1707851434515; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851396.8696208,1707851439716; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851402.0984359,1707851444917; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851407.3007526,1707851450117; Signal Strength: 70; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851412.5016115,1707851455318; Signal Strength: 69; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851417.7015898,1707851460518; Signal Strength: 69; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851422.9019382,1707851465719; Signal Strength: 70; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851428.1025295,1707851470920; Signal Strength: 70; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851433.302977,1707851476120; Signal Strength: 70; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851438.5033512,1707851481321; Signal Strength: 70; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851443.7041206,1707851486522; Signal Strength: 70; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851448.9045112,1707851491722; Signal Strength: 70; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851454.1048393,1707851496923; Signal Strength: 70; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851459.3049304,1707851502123; Signal Strength: 70; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851464.5060124,1707851507324; Signal Strength: 70; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851469.7060912,1707851512525; Signal Strength: 69; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851474.9060948,1707851517725; Signal Strength: 70; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851480.0761418,1707851522926; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851485.2950664,1707851528126; Signal Strength: 70; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851490.507835,1707851533327; Signal Strength: 68; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851495.708582,1707851538528; Signal Strength: 70; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851500.908874,1707851543728; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851506.1093693,1707851548929; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851511.309177,1707851554130; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851516.5101757,1707851559330; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851521.7107036,1707851564531; Signal Strength: 71; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851526.911033,1707851569732; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851532.11141,1707851574932; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851537.3120694,1707851580133; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851542.5124197,1707851585333; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851547.7126865,1707851590534; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851552.9130402,1707851595735; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851558.1131225,1707851600935; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851563.2774043,1707851606136; Signal Strength: 73; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851568.514458,1707851611337; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851573.7149444,1707851616537; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851578.9153306,1707851621738; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851584.1158702,1707851626939; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851589.315948,1707851632139; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851594.5169382,1707851637340; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851599.7170675,1707851642540; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851604.917381,1707851647741; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851610.1182714,1707851652942; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851615.3187418,1707851658142; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851620.5189497,1707851663343; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851625.7192183,1707851668544; Signal Strength: 72; IP Addr: 10.165.234.37; APN: globaldata.iot; SIM ICCID: 8931681011103550381; IMEI: 351901936540628; IMSI: 204080743148382; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
