1708804528.9826045,Time: 1708804729229; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 20; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804541.086763,Time: 1708804741333; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804542.2870646,Time: 1708804742534; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804543.4878297,Time: 1708804743734; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804544.6878264,Time: 1708804744935; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804545.888721,Time: 1708804746135; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804547.0887036,Time: 1708804747336; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804548.2897928,Time: 1708804748536; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804549.4894958,Time: 1708804749737; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804550.6897726,Time: 1708804750937; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804551.8906498,Time: 1708804752137; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804553.0903726,Time: 1708804753338; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804554.2915587,Time: 1708804754538; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804555.4415534,Time: 1708804755739; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804556.6864169,Time: 1708804756939; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804557.8925533,Time: 1708804758140; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804559.0933912,Time: 1708804759340; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804560.2934117,Time: 1708804760540; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 20; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804561.4934947,Time: 1708804761741; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804562.6942973,Time: 1708804762941; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804563.89441,Time: 1708804764141; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804565.0944543,Time: 1708804765342; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804566.2954662,Time: 1708804766542; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804567.4955118,Time: 1708804767743; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804568.6954882,Time: 1708804768943; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804569.8963702,Time: 1708804770143; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804571.0965285,Time: 1708804771344; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804572.2973676,Time: 1708804772545; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804573.4975564,Time: 1708804773745; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804574.6490934,Time: 1708804774945; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804575.8922517,Time: 1708804776146; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804577.0991173,Time: 1708804777346; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804578.2571557,Time: 1708804778547; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804579.5001116,Time: 1708804779747; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804580.6999161,Time: 1708804780947; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 20; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804581.9007916,Time: 1708804782148; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804583.1007776,Time: 1708804783348; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804584.3014028,Time: 1708804784549; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804585.5016263,Time: 1708804785749; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804586.7017603,Time: 1708804786950; Signal Strength: 44; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804587.9026873,Time: 1708804788150; Signal Strength: 44; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804589.102705,Time: 1708804789350; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804590.3035612,Time: 1708804790551; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804591.5035348,Time: 1708804791751; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804592.7046065,Time: 1708804792952; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804593.854825,Time: 1708804794152; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804595.0926998,Time: 1708804795353; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804596.305446,Time: 1708804796553; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804597.5056276,Time: 1708804797753; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804598.7063181,Time: 1708804798954; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804599.9065554,Time: 1708804800154; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804601.1073139,Time: 1708804801355; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804602.3075113,Time: 1708804802555; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804603.5082808,Time: 1708804803756; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804604.708425,Time: 1708804804956; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804605.9091115,Time: 1708804806157; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804607.1093514,Time: 1708804807357; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804608.3100574,Time: 1708804808558; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804609.5101087,Time: 1708804809758; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804610.710815,Time: 1708804810958; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804611.9110246,Time: 1708804812159; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804613.074672,Time: 1708804813359; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804614.2934852,Time: 1708804814560; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804615.512511,Time: 1708804815760; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804616.7125099,Time: 1708804816961; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804617.9132524,Time: 1708804818161; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804619.1141768,Time: 1708804819362; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804620.314175,Time: 1708804820562; Signal Strength: 42; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804621.5150828,Time: 1708804821763; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804622.7151978,Time: 1708804822963; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
1708804623.916062,Time: 1708804824164; Signal Strength: 43; Current Band: 12; Supported Bands: (1,2,3,4,5,8,12,13,18,19,20,25,26,28,66); Area Code: 52F3; UE Mode: 2; Cell ID: 02229217; IP Addr: 10.165.115.236; Temperature: 21; LTE Mode: 1; NBIoT Mode: 0; IMEI: 351901936542939; Operator: 310260
