1707851067.2370467,1707851110153; Signal Strength: 39; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851194.1829553,1707851237102; Signal Strength: 63; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851199.3829482,1707851242302; Signal Strength: 65; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851204.5835838,1707851247503; Signal Strength: 71; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851209.7840335,1707851252703; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851214.9841201,1707851257904; Signal Strength: 70; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851220.184443,1707851263104; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851225.3485262,1707851268305; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851230.5856402,1707851273505; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851235.7861023,1707851278706; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851240.986145,1707851283906; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851246.186729,1707851289107; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851251.387217,1707851294307; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851256.587721,1707851299508; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851261.788007,1707851304708; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851266.9883635,1707851309909; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851272.188797,1707851315109; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851277.3895113,1707851320310; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851282.5898957,1707851325510; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851287.7904842,1707851330711; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851292.990683,1707851335911; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851298.1909065,1707851341112; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851303.391586,1707851346312; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851308.555253,1707851351513; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851313.7927313,1707851356713; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851318.992651,1707851361914; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851324.1934934,1707851367114; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851329.3936825,1707851372315; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851334.594517,1707851377516; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851339.7945352,1707851382716; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851344.995377,1707851387917; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851350.1954203,1707851393117; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851355.3957725,1707851398318; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851360.5963104,1707851403518; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851365.7971401,1707851408719; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851370.9971094,1707851413919; Signal Strength: 70; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851376.19794,1707851419120; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851381.397972,1707851424320; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851386.5922432,1707851429521; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851391.7568018,1707851434721; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851396.998765,1707851439922; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851402.19979,1707851445122; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851407.4004412,1707851450323; Signal Strength: 70; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851412.6008854,1707851455523; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851417.8013117,1707851460724; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851423.001326,1707851465924; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851428.2020977,1707851471125; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851433.402521,1707851476325; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851438.6027963,1707851481526; Signal Strength: 70; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851443.8033783,1707851486726; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851449.004017,1707851491927; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851454.2042854,1707851497127; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851459.40456,1707851502328; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851464.605108,1707851507528; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851469.79878,1707851512729; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851474.960715,1707851517929; Signal Strength: 67; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851480.2060726,1707851523130; Signal Strength: 70; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851485.406911,1707851528330; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851490.6069229,1707851533531; Signal Strength: 70; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851495.807782,1707851538731; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851501.0080914,1707851543932; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851506.2083683,1707851549132; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851511.408726,1707851554333; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851516.6091738,1707851559533; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851521.810179,1707851564734; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851527.0104492,1707851569934; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851532.210499,1707851575135; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851537.4113195,1707851580335; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851542.6114633,1707851585536; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851547.8119543,1707851590736; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851553.000088,1707851595937; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851558.1672592,1707851601137; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851563.413133,1707851606338; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851568.6137202,1707851611539; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851573.8144119,1707851616739; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851579.0144525,1707851621940; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851584.2148647,1707851627140; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851589.4154265,1707851632341; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851594.615991,1707851637541; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851599.8166714,1707851642742; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851605.0168576,1707851647942; Signal Strength: 68; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
1707851610.2171304,1707851653143; Signal Strength: 69; IP Addr: 10.165.234.39; APN: globaldata.iot; SIM ICCID: 8931681011103547569; IMEI: 351901936542939; IMSI: 204080743148100; Modem FW Ver: mfw_nrf9160_1.3.5; Cell ID: 00ED4711
